ville;description;isFrauad;date
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;This should include the who, what, where and when of the employee incident:Who was involved.What happened.Where exactly in the workplace it happened.;true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
sidi bouzid;"Illness has three definitions. Two of them are of the way the word was used up to the 18th century—to mean either “wickedness, depravity, immorality”, or “unpleasantness, disagreeableness, hurtfulness”. These older meanings reflect the fact that the word “ill” is a contracted form of “evil”. The third meaning, dating from the 17th century, is the modern one: “Ill health; the state of being ill”";true;"""01/01/2019"""
